bubble_id,attach_start_frame,last_attached_frame,detach_frame,note,k,fit_kind,conf_dep_last_attached_pct,conf_dep_first_detached_pct,conf_dep_mean_pct,D_area_px_discr,D_area_px_interp,D_area_mm_discr,D_area_mm_interp,D_feret_max_px_discr,D_feret_max_px_interp,D_feret_max_mm_discr,D_feret_max_mm_interp,D_feret_min_px_discr,D_feret_min_px_interp,D_feret_min_mm_discr,D_feret_min_mm_interp,D_ell_maj_px_discr,D_ell_maj_px_interp,D_ell_maj_mm_discr,D_ell_maj_mm_interp,D_ell_min_px_discr,D_ell_min_px_interp,D_ell_min_mm_discr,D_ell_min_mm_interp,D_perim_px_discr,D_perim_px_interp,D_perim_mm_discr,D_perim_mm_interp,D_mix_px_discr,D_mix_px_interp,D_mix_mm_discr,D_mix_mm_interp
10,2,5,,no_detach_found,3,linear,70.15398740768433,nan,70.15398740768433,49.314171699869,52.51708067213944,1.1748712178739795,1.251177996134251,56.0,64.00000000000001,1.334155800108828,1.524749485838661,41.0,40.0,0.976792639365392,0.9529684286491629,57.18478775024414,65.36611684163412,1.3623824331246515,1.5572961413367412,42.77969741821289,42.52065277099609,1.0191925256680248,1.0130209914078203,53.17488330797017,56.724658573373496,1.2668496247399732,1.3514202186582,51.244527503919585,54.62086962275646,1.2208604213069763,1.3012991073962255
11,2,20,20,ok,3,linear,71.43917083740234,71.43917083740234,71.43917083740234,124.36765652468794,133.24649146460533,2.962961255327767,3.1744924898509757,136.77809143066406,138.36196486394206,3.2586300716077865,3.2963646060300387,112.88162231445312,129.50178034502758,2.689315556009317,3.0852777030667493,135.86834716796875,143.80351693289617,3.236956132595453,3.4260052891441335,115.56961059570312,126.50783831374089,2.753354755224571,3.0139493972412006,136.31064978107938,145.31545918227235,3.247493643250539,3.462026119884041,130.33915315288365,139.28097532343878,3.1052274492891527,3.318259304867507
12,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,10,11,16,ok,3,linear,72.8452980518341,98.53320717811584,85.68925261497498,120.08626517495851,121.08789100354417,2.8609604856531723,2.8848234304522147,128.0,116.41666666666671,3.049498971677321,2.7735351975476688,115.0,108.00000000000003,2.7397842323663433,2.57301475735274,130.13340759277344,126.58582878112796,3.1003257237111583,3.015807458570087,112.06468963623048,117.217763264974,2.6698527797423672,2.792620691709796,129.52628571624606,129.8157737093038,3.085861524194338,3.092758347140764,124.8062754456023,125.45183235642399,2.973411004923755,2.9887908887964896
14,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,2,8,9,ok,3,linear,93.18336844444276,65.52364826202393,79.35350835323334,120.10216818319584,123.23084141895632,2.8613393622724406,2.9358775327034246,130.44400024414062,135.48833211263016,3.1077253484842426,3.227902573841727,113.1860809326172,113.85266113281246,2.6965690422828295,2.7124497894315476,134.978759765625,140.4828796386718,3.2157624148715125,3.346893726534363,109.63909149169922,110.92814636230464,2.61206481843416,2.6427755332962453,131.04448126809982,133.64503764671073,3.1220313349301434,3.1839875380736036,125.57332472564784,128.43793953283355,2.991685348601292,3.0599325353885147
16,23,40,41,ok,3,linear,58.411705493927,77.25800275802612,67.83485412597656,118.89818613080062,119.94935972394347,2.832655440157619,2.85769882133999,131.0,133.86212158203128,3.1209716038260082,3.1891593914917884,107.0,105.6099141438802,2.5491905466365106,2.516072848286663,132.1820068359375,135.081049601237,3.1491319837534064,3.218199389469261,109.41604614257812,109.23601277669269,2.606750939037424,2.6024617861926176,132.89584620007713,134.98150320276736,3.166138643182208,3.215827775096079,125.89701616543888,127.46543146335544,2.999397041669914,3.036763298218035
17,4,6,10,ok,3,linear,62.46843934059143,63.38130831718445,62.92487382888794,85.94961220711478,89.47331682665448,2.047681672200477,2.1316311535581405,98.57601165771484,103.79671478271486,2.348495673298852,2.472874804635728,71.01521301269531,70.96946716308595,1.6918813988723458,1.6907915401118594,109.50213623046876,115.2962417602539,2.6088019674319094,2.7468419584855788,75.3850326538086,73.42940521240234,1.7959889027941451,1.7493976225476426,101.35278386465049,104.95404906764588,2.414650079467855,2.5004473805090406,93.65119803588263,97.21368294715023,2.231165875834166,2.316039267033592
18,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,8,30,60,ok,3,linear,72.47112393379211,80.23815155029297,76.35463774204254,107.27319798214464,132.09163547733894,2.555699272930373,3.1469789574634426,108.99998474121094,144.80249023437491,2.5968386045403626,3.4498050395784503,100.99998474121094,120.14699300130206,2.4062449188105304,2.8624072781843197,113.89574432373048,149.54311116536448,2.7134762124503062,3.5627465915641117,102.89955139160156,117.5643971761067,2.451500594958958,2.800878971050012,116.28523773339461,143.1998234655329,2.770404006947185,3.41162276876966,111.77921785776962,137.6457294714359,2.663051639938779,3.2793008631165512
20,16,16,17,ok,3,linear,74.70405101776123,82.30223655700684,78.50314378738403,103.54070198076731,100.39374389641303,2.4667755016960773,2.3918017091792803,116.0,112.09342956542963,2.763608443082572,2.670537485871577,89.0,86.99088541666663,2.120354753744387,2.0724891845580045,121.64300537109376,118.02014160156251,2.8980485921163224,2.811736722274818,89.40033721923828,86.93154652913408,2.1298924720130694,2.071075482397762,113.21136558716175,110.75278534048515,2.697171429220586,2.638597695361004,108.37603378396453,105.5732646184491,2.5819734654583315,2.5151997022701424
21,13,14,,no_detach_found,3,linear,55.03107309341431,nan,55.03107309341431,87.21429378403441,75.97527873891502,2.077811712577943,1.81005104990015,93.0,78.65112304687497,2.2156515966093036,1.87380092853681,79.0,73.05998229980469,1.8821126465820965,1.740596413234513,97.98998260498048,82.94335937499997,2.3345339936606764,1.9760600712619134,78.79502868652344,74.73697662353516,1.8772293668190487,1.780549479372988,95.218290860139,89.1863989272555,2.26850062549114,2.124795561064601,91.2162923220867,82.58083883308527,2.1731561690345416,1.9674233054823758
22,12,31,,no_detach_found,3,linear,88.53284120559692,nan,88.53284120559692,82.81103904639518,78.91399503032048,1.972907643871192,1.8800636460618088,85.0,89.49335479736325,2.025057910879471,2.132108542394632,76.0,67.44159444173177,1.8106400144334094,1.6067427570182808,91.08470916748048,90.4388224283854,2.1700213042324967,2.1546335624614774,77.39627075195312,69.05466715494792,1.8439050630448484,1.6451729412385419,90.98040588477603,85.0323745022577,2.1675363608469516,2.0258292078430915,86.8957224655856,81.97318476628908,2.070222002359072,1.95294642695245
23,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,15,15,16,ok,3,linear,72.12427258491516,95.78169584274292,83.95298421382904,86.20846375280762,85.76092470809398,2.053848605969285,2.043186341464287,84.0,81.66666666666666,2.001233700163242,1.9456438751587073,84.0,84.33333333333333,2.001233700163242,2.009175103735318,86.44844818115234,84.75182088216144,2.059566045558783,2.0191452392807174,86.04134368896484,86.72751363118489,2.0498671023533848,2.066214559643978,91.28934551032847,90.69979857956822,2.1748966035847057,2.1608511132791675,88.74890463156805,88.23036164383113,2.1143726047769955,2.102018727371728
25,16,19,,no_detach_found,3,linear,97.50791788101196,nan,97.50791788101196,35.21555503711461,38.78645016964925,0.8389828036931806,0.9240565617762425,37.0,38.333333333333385,0.8814957965004756,0.9132614107887823,32.0,37.3333333333334,0.7623747429193303,0.8894372000725536,37.45445251464844,39.104743957519574,0.8923227689699802,0.9316396600481318,33.308616638183594,38.647630055745495,0.7935515014541795,0.9207492821309485,37.21414590160946,41.3961238433957,0.8865976535844363,0.9862299772801736,36.214850469362034,40.09128700652245,0.8627902286388084,0.9551432695282075
26,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,22,22,,no_detach_found,3,linear,83.67868065834045,nan,83.67868065834045,61.452652421880806,64.9391150556093,1.464060940370073,1.5471231608102798,68.0,73.00000000000003,1.620046328703577,1.739167382284723,52.0,54.00000000000001,1.2388589572439117,1.28650737867637,70.0369873046875,75.7543411254883,1.6685759434767353,1.8047873856427308,54.23283767700195,55.95003128051756,1.2920545525559417,1.3329653348066581,65.95252185249296,70.40886025906606,1.571266777880495,1.6774355231015168,63.70258713718688,67.67398765733766,1.5176638591252838,1.6122793419558978
28,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,25,37,,no_detach_found,3,linear,85.68268418312073,nan,85.68268418312073,72.11040355384516,74.71193580924603,1.7179734490991208,1.7799529017368576,79.0,82.0,1.8821126465820965,1.953585278730784,63.0,66.99999999999999,1.5009252751224316,1.5962221179873475,81.44122314453125,81.90125783284506,1.9402728611827444,1.9512328245339075,64.34001159667969,68.48447163899738,1.5328499937639188,1.6315884831170873,78.43447205941756,80.87172443328285,1.8686393897597455,1.9267050038833418,75.27243780663136,77.79183012126443,1.793306419429433,1.8533289528100994
30,31,55,,no_detach_found,3,linear,93.76941323280334,nan,93.76941323280334,50.70178143635876,46.03632456632464,1.2079299246280024,1.0967790970688311,58.0,50.58301624498865,1.381804221541286,1.2051004376830476,42.0,40.99341844257554,1.000616850081621,0.9766358389544706,60.54962158203125,52.4569251746462,1.4425469433582438,1.2497448388862327,43.00594329833984,41.1779023555287,1.0245826551898478,0.9810310225704212,55.45766586905923,50.493080433187046,1.3212351174946921,1.2029577879517512,53.07972365270899,48.26470249975584,1.2645825210613473,1.1498684425102912
31,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,40,96,96,ok,3,linear,77.59895324707031,77.59895324707031,77.59895324707031,107.42145965278438,108.33816098445433,2.5592314902128344,2.581071175902387,117.0,105.19257609049464,2.7874326537988012,2.5061300985629043,100.0,113.52590942382801,2.382421071622907,2.7046651878648142,115.92974853515624,118.5520833333333,2.7619347573810105,2.8244098141812812,100.50086975097656,100.22206115722653,2.3943538981115577,2.3877115034245615,114.83878785462052,116.33748527809911,2.7359434802448073,2.7716487634616307,111.13012375370245,112.33782313127674,2.647587485228821,2.676359969682009
34,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,48,87,,no_detach_found,3,linear,67.57634282112122,nan,67.57634282112122,69.72251129871077,65.5917105632522,1.6610838008451476,1.5626707336968289,104.0,101.28571428571416,2.4777179144878234,2.413052199686627,46.0,41.999999999999716,1.0959136929465372,1.0006168500816142,107.30604553222656,102.92453547886407,2.556481839885037,2.4520958211184527,46.667091369628906,43.26052965436645,1.1118066183035542,1.0306479741813026,85.68773479588799,82.42093772806595,2.041442649573589,1.9636137878626378,77.70512304729938,74.00632414565911,1.8512632252093684,1.763142260779734
36,55,55,,no_detach_found,3,linear,64.43829536437988,nan,64.43829536437988,111.47563839967542,111.47563839967542,2.655819098960024,2.655819098960024,121.0,121.0,2.8827294966637176,2.8827294966637176,105.0,105.0,2.5015421252040526,2.5015421252040526,118.76011657714844,118.76011657714844,2.8293660420179134,2.8293660420179134,106.72927856445312,106.72927856445312,2.542740822110642,2.542740822110642,121.50067391589454,121.50067391589454,2.8946576575361087,2.8946576575361087,116.48815615778497,116.48815615778497,2.775238378248066,2.775238378248066
37,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,58,121,123,ok,3,linear,59.07852649688721,65.94781875610352,62.51317262649536,92.56836466130125,92.78220928187852,2.2053682253475735,2.2104629046487387,96.73802185058594,97.30772908528647,2.3047070168395316,2.3182798420455972,83.4862289428711,82.06435902913415,1.9889935102383032,1.9551185818023677,100.40745544433594,103.67820739746094,2.3921283759862413,2.470051459718009,86.29660034179688,84.1744791666667,2.0559483906371745,2.0053905285955014,99.56540255110704,99.48375054873419,2.3720671304237455,2.370121835913813,96.06688360620414,96.13297991530638,2.2887176778856597,2.2902923702812763
40,59,62,69,ok,3,linear,68.4921383857727,73.44227433204651,70.9672063589096,134.34347973244155,127.29724997872029,3.200627369497137,3.032756507089519,153.0,135.02909633091508,3.645104239583048,3.216961643809715,117.0,114.99338422502787,2.7874326537988012,2.739626616749356,153.87802124023438,138.69222041538777,3.6660224026237165,3.3042326838778857,118.79747009277344,117.58149228777202,2.8302559600451556,2.801286248592544,146.34209632618445,136.76371489248928,3.4864849395297104,3.2582875619329403,140.342788029313,132.03048243560477,3.343556154513424,3.145522034511229
41,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,85,85,85,ok,3,linear,80.48901557922363,80.48901557922363,80.48901557922363,117.60612728279965,117.60612728279965,2.8018731579050753,2.8018731579050753,141.0,141.0,3.359213710988299,3.359213710988299,97.0,97.0,2.31094843947422,2.31094843947422,145.67446899414062,145.67446899414062,3.4705792452911846,3.4705792452911846,97.73223876953124,97.73223876953124,2.3283934502141244,2.3283934502141244,130.45859382621185,130.45859382621185,3.108073029058612,3.108073029058612,124.03236055450574,124.03236055450574,2.9549730934818434,2.9549730934818434
44,92,92,,no_detach_found,3,linear,68.0679440498352,nan,68.0679440498352,55.54331118049499,59.11280114328849,1.3232755494411947,1.4083158304642518,65.0,65.19812011718756,1.5485736965548895,1.5532937519738899,52.0,57.2644856770836,1.2388589572439117,1.3642811733273212,67.75506591796875,66.77962239583333,1.6142109675216783,1.5909717955085432,54.75605010986328,60.509066263835166,1.3045196758057809,1.4415807449118767,79.1803185473902,82.6226968416251,1.886408593651165,1.9684205394979906,67.3618148639426,70.86774899245677,1.60484207154618,1.6883681849811205
45,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,88,89,90,ok,3,linear,78.80660891532898,64.23494815826416,71.52077853679657,29.2726871606753,34.415296472380135,0.6973986671461816,0.8199172750194793,30.0,35.68629201253282,0.7147263214868721,0.8501977405874642,26.0,29.686292012532704,0.6194294786219559,0.7072524762900871,31.68878746032715,37.77930259704601,0.7549603497966314,0.9000620657842043,27.43295669555664,31.78053601582866,0.6535685408841285,0.7571461867158091,31.362089946741946,37.00376905525661,0.7471770393925095,0.8815855912671102,30.317388553708625,35.7095327638184,0.7222878532693456,0.8507514331432955
47,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,92,93,93,ok,3,linear,73.88112545013428,73.88112545013428,73.88112545013428,51.819515627285234,50.11766701036743,1.2345590595173688,1.1940138594607959,56.0,54.99999999999983,1.334155800108828,1.3103315893925949,46.0,42.66666666666657,1.0959136929465372,1.0164996572257714,56.96978759765625,56.520777384440066,1.357260224185376,1.3465629102519747,47.25201034545898,44.44954681396479,1.1257418512356507,1.0589753695367856,55.05275081585598,52.91560387557354,1.3115883359450047,1.2606724969081717,53.43613322157061,51.51663544297048,1.2730736977311867,1.2273431781844837
49,92,103,,no_detach_found,3,linear,79.55051064491272,nan,79.55051064491272,27.66255531193445,24.24548457694859,0.6590385467008681,0.5776295334783053,27.0,24.19780219780216,0.6432536893381849,0.5764935384300697,26.0,22.934065934065927,0.6194294786219559,0.5463860193930775,28.743309020996094,25.235852503514522,0.6847866507978989,0.6012242676474069,27.09918212890625,23.86832012972988,0.6456166252765316,0.5686438882130966,29.265769007646043,26.055414951855376,0.6972338476106454,0.620749696111788,28.46416215979025,25.15044976440199,0.6781361971557569,0.5991896147950468
50,96,97,100,ok,3,linear,72.36476540565491,83.11794400215149,77.7413547039032,139.88716368214318,148.45224696700762,3.332701264059006,3.5367576130396676,148.0305938720703,155.69765218098962,3.526712060856731,3.7093736735820397,131.84799194335938,147.3248850504557,3.1411743425702667,3.5098991051862827,151.9423065185547,151.75809224446613,3.619905527207913,3.6155167675250897,131.32388305664062,151.5148162841797,3.128687862014831,3.6097209097850325,151.58403508459287,163.84677425319492,3.611369993071601,3.903520074982532,145.73559938336803,156.14951061010132,3.4720356285653033,3.720138844011101
51,98,98,98,ok,3,linear,58.850181102752686,58.850181102752686,58.850181102752686,104.0987116406393,104.87925444059745,2.4800696414145587,2.498665457553797,107.0,111.99999999999991,2.5491905466365106,2.668311600217654,98.0,97.99999999999997,2.334772650190449,2.334772650190448,108.59530639648438,110.96456909179688,2.5871974623833025,2.6436432760785284,100.39835357666016,99.91960906982413,2.391911531172822,2.3805058211627235,109.99627491610691,110.75537269203377,2.620574431601593,2.6386593369694955,107.04749327837311,107.81731356631565,2.550322036508076,2.5686623972616474
52,99,121,123,ok,3,linear,94.5564031600952,84.01066660881042,89.28353488445282,130.08699700229477,133.3611529920314,3.09922002802413,3.177224210241419,150.0,158.66666666666657,3.573631607434361,3.7801081003083437,116.0,116.0,2.763608443082572,2.763608443082572,163.74795532226562,169.44537353515616,3.9011657919493197,4.036902283991705,110.59989166259766,111.63117726643881,2.6349551241618334,2.6595246896963585,147.86578111134665,151.99443937110448,3.522785526916527,3.6211475512722973,138.97638905682072,142.677796181568,3.311002777470329,3.3991858807568596
53,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,105,105,,no_detach_found,3,linear,76.59851312637329,nan,76.59851312637329,74.39605030486331,74.39605030486331,1.7724271789182415,1.7724271789182415,84.80130004882812,84.80130004882812,2.020324041373448,2.020324041373448,58.863651275634766,58.863651275634766,1.402380031517349,1.402380031517349,93.8270034790039,93.8270034790039,2.2353543017561472,2.2353543017561472,62.49401092529297,62.49401092529297,1.4888704847865013,1.4888704847865013,84.81941030435608,84.81941030435608,2.020755503917271,2.020755503917271,79.6077303046097,79.6077303046097,1.8965913414177562,1.8965913414177562
55,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,117,167,,no_detach_found,3,linear,91.41735434532166,nan,91.41735434532166,57.20337079202036,53.68147930283078,1.3628251594276766,1.2789188744695301,69.0,68.99999999999983,1.6438705394198059,1.6438705394198019,45.0,37.999999999999545,1.0720894822303082,0.9053200072166938,74.32133483886719,75.34476725260414,1.7706471419125887,1.7950296113912767,45.36311340332031,39.007124582925826,1.0807403724648983,0.9293139554978239,64.97497064535601,63.01986823108189,1.54797739193576,1.501398620046285,61.08917071868818,58.35067376695622,1.455401275681718,1.390158747257905
60,123,124,125,ok,3,linear,69.64154243469238,87.37834692001343,78.5099446773529,87.65843172494422,87.50104945446003,2.0883929484692505,2.0846434400942364,86.0,84.66666666666657,2.0488821215957,2.0171165073073922,85.0,84.33333333333329,2.025057910879471,2.009175103735317,88.80992126464844,88.26694742838531,2.1158262779006973,2.1028903548121654,86.53480529785156,86.70271555582677,2.061623435703871,2.065623765071289,92.63981996145175,91.80165753470055,2.2070705914751505,2.187102033205804,90.149125843198,89.65135349458032,2.1477317699722005,2.135872736650021
61,122,157,189,ok,3,linear,80.6303083896637,71.36357426643372,75.9969413280487,125.33138578743036,125.09963492459039,2.9859213443567385,2.980400062966771,149.0,133.83604067847847,3.5498073967181316,3.1885380345498766,104.0,117.05136726016086,2.4777179144878234,2.788656438228789,150.4717254638672,130.93504805791943,3.584870094285743,3.1194241750714524,105.22380828857422,120.31779516310915,2.5068741810310833,2.8664765048779994,138.32973581378715,133.11562495541156,3.295596774347964,3.1713746985602462,131.83056080060877,129.10762994000092,3.1407590593523516,3.075887380763507
62,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,125,135,,no_detach_found,3,linear,56.78938031196594,nan,56.78938031196594,55.451541913056104,55.35852105116584,1.3210892190764567,1.3188730704617777,60.0,61.333333333333314,1.4294526429737442,1.4612182572620493,50.0,47.66666666666663,1.1912105358114535,1.135620710806918,59.07284927368164,62.59378306070971,1.4073640087042307,1.491247477164278,52.579833984375,49.15903854370114,1.2526730442680925,1.1711752928723627,59.772785750810314,59.4877613496177,1.4240394428233194,1.4172489614300394,57.61216383193321,57.42314120039168,1.372564330949888,1.3680610159459066
65,129,178,179,ok,3,linear,92.96004772186281,60.65036058425903,76.80520415306091,105.73099452277336,106.65428122683943,2.518957492747014,2.540954069736177,112.0,113.6666666666668,2.668311600217656,2.708018618078041,100.05883026123048,101.07844034830737,2.3838226561629527,2.408114061725865,111.27484893798828,111.97989145914718,2.6510354485151915,2.6678325301031824,101.23572540283205,102.57916768391937,2.4118612540073747,2.4438677059970906,113.48831340349726,114.98884057141191,2.7037694923543625,2.739518367788188,109.60965396313532,110.82156089912581,2.6113634925506886,2.640236218762186
66,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
