bubble_id,attach_start_frame,last_attached_frame,detach_frame,note,k,fit_kind,conf_dep_last_attached_pct,conf_dep_first_detached_pct,conf_dep_mean_pct,D_area_px_discr,D_area_px_interp,D_area_mm_discr,D_area_mm_interp,D_feret_max_px_discr,D_feret_max_px_interp,D_feret_max_mm_discr,D_feret_max_mm_interp,D_feret_min_px_discr,D_feret_min_px_interp,D_feret_min_mm_discr,D_feret_min_mm_interp,D_ell_maj_px_discr,D_ell_maj_px_interp,D_ell_maj_mm_discr,D_ell_maj_mm_interp,D_ell_min_px_discr,D_ell_min_px_interp,D_ell_min_mm_discr,D_ell_min_mm_interp,D_perim_px_discr,D_perim_px_interp,D_perim_mm_discr,D_perim_mm_interp,D_mix_px_discr,D_mix_px_interp,D_mix_mm_discr,D_mix_mm_interp
20,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,44,75,75,ok,3,linear,92.97147393226624,92.97147393226624,92.97147393226624,67.89992924507376,67.28017315216636,1.6175861098036834,1.6028216047666481,74.0,75.6666666666667,1.7629086430035872,1.802613792620786,60.0,56.666666666666515,1.4293853862191246,1.3499750869847253,76.38699340820312,77.30432637532556,1.8197742012483693,1.8416279068733998,60.87880706787109,58.78723653157547,1.4503212858878083,1.400493613240684,73.37350568969386,73.36908859370911,1.74798361280857,1.7478783839344012,70.63671746738382,70.32463087293775,1.682784861306127,1.675349994350525
22,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,57,57,,no_detach_found,3,linear,62.762635946273804,nan,62.762635946273804,20.090219901261573,20.090219901261573,0.47861111221319863,0.47861111221319863,23.0,23.0,0.5479310647173311,0.5479310647173311,17.0,17.0,0.4049925260954187,0.4049925260954187,24.382970809936523,24.382970809936523,0.5808777024721794,0.5808777024721794,17.185693740844727,17.185693740844727,0.4094163247533489,0.4094163247533489,22.294943320819584,22.294943320819584,0.5311344361560533,0.5311344361560533,21.19258161104058,21.19258161104058,0.504872774184626,0.504872774184626
25,58,81,,no_detach_found,3,linear,68.05197596549988,nan,68.05197596549988,122.60451078628115,127.47749380345829,2.9208182667075886,3.0369077785750385,149.99996948242188,156.4370010711337,3.5734627385248086,3.7268127199170675,103.99998474121094,108.35221150157224,2.477600972601648,2.5812844614145187,153.463134765625,159.957103268131,3.6559660359560078,3.8106724305568305,104.68517303466795,108.89109533959709,2.493924274826246,2.5941223394635586,139.8214287897324,145.7591881586048,3.330978449872025,3.4724342243512227,131.21296978800677,136.61834098103145,3.1258983582898066,3.2546710014631284
26,59,71,,no_detach_found,3,linear,91.45349264144896,nan,91.45349264144896,61.82447018208048,57.691089285215284,1.472849903150098,1.3743799989891576,88.736083984375,84.06569417317712,2.113967694626309,2.00270457889176,51.80081558227539,47.349004109700545,1.2340554797922727,1.1279995754405872,86.93389892578125,82.70786794026685,2.071034078192703,1.970356962652645,53.10309219360352,48.96527353922522,1.2650797324097294,1.1665041071531754,77.20647561185359,71.41474378654769,1.839296799351113,1.7013198521512385,69.51547289696704,64.55291653588145,1.6560733512506054,1.5378499255701972
27,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,66,99,,no_detach_found,3,linear,96.95459008216858,nan,96.95459008216858,85.44445885785352,89.20005849702478,2.035551013746951,2.1250210010923047,96.8736343383789,98.17403157552076,2.3078292872202333,2.338808767337738,74.67047882080078,79.1306864420573,1.7788815201406216,1.8851374466960753,97.54193115234376,96.49969482421872,2.323750182212536,2.2989208926057256,75.67340850830078,82.55784606933587,1.8027744041192517,1.966782978153945,91.97120837986724,95.370930928479,2.1910383535182687,2.2720302489880235,88.70783361886038,92.2854947127519,2.11329468363261,2.1985256250401646
30,86,86,89,ok,3,linear,53.96544337272644,60.09888052940369,57.03216195106506,157.48470748582616,80.1987688813424,3.7517723238872254,1.9105824705292656,165.0,28.59282684325808,3.9308098121025927,0.6811694806741168,146.0,125.96183776855446,3.4781711064665366,3.000800168794599,185.6436004638672,77.9386062622043,4.422604159135894,1.8567384135580198,136.25448608398438,87.75191879272393,3.246002853587406,2.0905218389167826,175.99952909907952,101.23876124950266,4.192852581261198,2.4118200974827686,166.74211829245286,90.71876506542276,3.972312452574212,2.1612012840060224
31,72,78,79,ok,3,linear,79.2788028717041,78.04642915725708,78.66261601448059,117.59530048164596,118.1193485099216,2.801483399941859,2.813967843163428,147.0,140.66790262858075,3.5019941962368555,3.351144072123135,98.0,98.23952229817704,2.334662797491237,2.3403689587027015,149.7970733642578,144.74474589029955,3.5686291260877367,3.4482670751265814,99.16384887695312,101.26135253906247,2.362389273765976,2.4123582918019792,134.97891585121883,132.8417689109365,3.215614829423886,3.1647013860131783,126.2871081664324,125.48055871042907,3.0085491146828724,2.9893346145883033
32,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,75,92,94,ok,3,linear,65.02066254615784,95.69050073623656,80.3555816411972,82.42576181453725,137.7204079666178,1.9636363230946319,3.2809256421936572,109.22046661376952,123.07348887125636,2.6019689808959328,2.931990773726265,59.68574142456055,135.22858047485352,1.421898775965338,3.221562612165208,114.5408706665039,135.42114512125613,2.7287174442585918,3.226150097023047,60.26286315917969,141.87131500244095,1.4356475988575719,3.379813073136319,93.97704312462079,151.29932521361138,2.238823534706957,3.604417406752514,88.20140246957902,144.50986659011414,2.1012299289007945,3.442671524473075
35,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,,,,no_frames,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,86,86,,no_detach_found,3,linear,64.48240876197815,nan,64.48240876197815,32.684063058818154,32.684063058818154,0.7786353683089835,0.7786353683089835,39.0,39.0,0.929100501042431,0.929100501042431,27.0,27.0,0.6432234237986061,0.6432234237986061,39.91582107543945,39.91582107543945,0.950918188736175,0.950918188736175,27.510177612304688,27.510177612304688,0.6553774308553476,0.6553774308553476,35.86367145048618,35.86367145048618,0.8543834644581497,0.8543834644581497,34.27386725465217,34.27386725465217,0.8165094163835667,0.8165094163835667
38,,,,no_attached_run,3,linear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,98,99,,no_detach_found,3,linear,96.21830582618712,nan,96.21830582618712,43.77471318953923,42.245271962225615,1.042848921984349,1.0064129063276304,53.0,49.083718617756745,1.2626237578268935,1.1693258348918845,37.0,35.471331914265875,0.8814543215017936,0.8450367244663282,53.1308822631836,50.38062222798635,1.265741777732059,1.2002220860218349,37.68781661987305,36.39460754394531,0.8978402385825464,0.867032002674929,48.34562165741079,45.794725471955644,1.1517420847463633,1.0909718559255017,46.06016742347501,44.01999871709063,1.0972955033653562,1.048692381126566
