1,297.6001,111.4806,472.9559,200.8576,0.9981,0
1,332.5565,557.2338,481.5526,672.3619,0.9973,0
1,357.9738,209.4124,520.1353,297.6047,0.9972,0
1,620.3246,323.5648,781.9534,437.9283,0.9967,0
1,470.3932,346.7441,637.6397,457.6967,0.9964,0
1,486.9701,0.3513,743.9749,44.9424,0.9949,0
1,489.7623,826.3606,557.8291,901.1450,0.9816,2
1,608.7634,613.2136,744.6405,750.7992,0.9815,0
1,624.1155,805.1723,706.1010,886.8932,0.9742,2
1,468.4352,544.6186,603.2829,629.3613,0.9622,0
1,362.8709,846.9273,407.9939,888.6890,0.9528,2
1,461.7737,653.9401,590.2512,807.0497,0.9379,2
1,476.1266,593.0559,577.1761,675.9412,0.9019,1
1,339.8683,766.8147,442.6304,861.0512,0.8978,0
1,467.5938,539.0033,593.5629,676.0850,0.7574,1
2,297.4964,108.4435,474.8323,198.0722,0.9989,0
2,474.4084,342.1071,631.8494,454.0197,0.9981,0
2,356.7943,205.4797,518.8899,294.3648,0.9974,0
2,618.6859,320.2930,783.8062,433.9692,0.9967,0
2,333.0271,553.9507,481.8215,671.2120,0.9958,0
2,483.9209,0.6091,738.7842,41.0669,0.9917,0
2,610.1702,605.6378,748.9819,737.4595,0.9887,0
2,489.4550,822.0786,558.4009,899.1370,0.9804,2
2,360.6374,848.2369,410.8498,887.0288,0.9767,2
2,465.9312,540.5031,603.6357,621.6871,0.9682,0
2,624.0120,804.3146,706.6834,888.0773,0.9657,2
2,477.7640,592.0001,577.5397,671.6881,0.9207,1
2,459.1566,636.9075,590.6979,810.2284,0.9100,2
2,341.3341,763.0527,443.8839,858.2893,0.8816,0
2,470.0611,539.8274,595.1856,662.9077,0.6605,1
2,336.3999,764.2483,442.4694,867.3378,0.5665,2
3,295.9306,108.6832,473.4142,195.0182,0.9988,0
3,617.8026,321.2916,782.9160,430.9084,0.9979,0
3,470.4370,340.7861,631.9698,449.9665,0.9976,0
3,333.5730,550.4321,482.5260,670.2626,0.9975,0
3,356.0737,201.8528,518.3827,290.6545,0.9967,0
3,487.1456,0.2100,737.6812,37.9177,0.9848,0
3,490.1646,823.0312,557.8141,899.5889,0.9821,2
3,467.3695,539.9210,603.2787,622.0236,0.9806,0
3,611.9315,604.4194,750.3743,728.6312,0.9772,0
3,624.1927,802.2830,706.4880,887.4100,0.9682,2
3,477.6397,586.7487,576.4843,672.5200,0.9326,1
3,357.6060,847.8378,413.4931,886.5101,0.9217,2
3,461.0031,628.4846,588.6907,793.5834,0.9170,2
3,339.1045,760.6688,444.0556,853.6453,0.8874,0
