1,0,0,467,322,648,424
1,1,0,466,9,695,117
1,2,0,465,620,615,734
1,3,0,491,838,560,904
1,4,0,478,812,547,869
2,0,1,465,319,648,420
2,1,1,467,7,695,114
2,2,1,466,617,614,729
2,3,1,482,826,560,903
2,4,0,478,812,547,869
3,0,2,465,316,648,416
3,1,2,464,5,695,111
3,2,2,465,614,615,730
3,3,2,479,815,564,902
3,4,1,479,817,564,902
4,0,3,465,313,648,413
4,1,3,462,3,695,109
4,2,3,463,614,614,732
4,3,3,478,806,555,880
4,4,2,480,819,564,905
5,0,4,465,310,648,411
5,1,4,462,1,695,105
5,2,4,465,613,614,732
5,3,3,475,795,553,869
5,4,3,478,812,564,904
6,0,5,464,305,648,409
6,1,5,463,0,695,102
6,2,5,466,610,615,729
6,3,4,480,798,549,852
6,4,4,480,819,563,907
7,0,6,466,302,650,406
7,1,6,463,0,695,100
7,2,6,467,609,616,728
7,3,5,479,800,548,856
7,4,5,483,825,563,909
7,5,0,477,803,560,901
8,0,7,468,299,651,403
8,1,7,463,0,695,98
8,2,7,465,608,616,729
8,3,5,478,794,545,848
8,4,6,486,826,563,909
8,5,0,477,803,560,901
9,0,8,470,297,652,401
9,1,8,464,0,696,96
9,2,8,467,605,616,727
9,3,5,478,788,542,840
9,4,7,488,830,562,908
9,5,1,477,804,551,875
10,0,9,470,295,652,399
10,1,9,466,0,696,93
10,2,9,468,601,616,724
10,3,5,478,782,539,831
10,4,8,492,834,562,909
10,5,2,480,805,554,872
11,0,10,470,293,652,396
11,1,10,468,0,697,89
11,2,10,470,597,616,721
11,3,5,478,776,535,823
11,4,9,491,830,561,908
11,5,3,478,810,560,890
12,0,11,471,290,651,393
12,1,11,470,0,698,85
12,2,11,470,594,615,717
12,3,5,478,771,532,815
12,4,10,492,829,561,907
12,5,4,475,802,555,874
13,0,12,472,288,653,391
13,1,12,473,0,700,83
13,2,12,470,591,614,715
13,3,5,478,765,529,806
13,4,11,490,831,560,905
13,5,5,474,799,553,866
14,0,13,475,287,654,389
14,1,13,475,0,700,79
14,2,13,472,587,615,711
14,3,6,471,795,553,865
14,4,12,491,832,560,904
14,5,6,473,796,551,861
15,0,14,476,285,653,387
15,1,14,477,0,699,76
15,2,14,471,584,615,707
15,3,6,470,792,552,863
15,4,13,493,832,562,905
15,5,7,474,794,551,856
16,0,15,477,282,654,384
16,1,15,478,0,699,72
16,2,15,472,580,615,701
16,3,7,471,794,553,860
16,4,14,490,828,561,904
16,5,7,474,792,549,852
17,0,16,478,280,654,380
17,1,16,480,0,702,68
17,2,16,472,577,615,697
17,3,8,472,794,552,860
17,4,15,495,834,564,908
17,5,7,475,790,547,848
18,0,17,479,277,655,377
18,1,17,483,0,702,65
18,2,17,475,574,617,692
18,3,9,472,802,556,879
18,4,16,483,813,559,899
18,5,7,475,788,545,844
19,0,18,480,274,655,373
19,1,18,485,0,703,62
19,2,18,476,571,618,688
19,3,10,473,801,559,888
19,4,17,479,804,558,900
19,5,7,476,786,543,840
20,0,19,481,271,656,369
20,1,19,487,0,703,60
20,2,19,475,568,618,683
20,3,11,473,800,561,895
20,4,18,478,797,559,898
20,5,7,477,784,541,836
21,0,20,483,268,657,366
21,1,20,489,0,703,57
21,2,20,475,564,618,679
21,3,12,475,799,563,899
21,4,19,478,794,561,897
21,5,7,478,782,539,832
22,0,21,484,266,658,366
22,1,21,493,0,703,54
22,2,21,474,562,618,677
22,3,13,476,794,564,898
22,4,20,477,791,562,895
22,5,7,479,780,536,827
23,0,22,485,263,658,363
23,1,22,496,0,703,51
23,2,22,474,558,619,673
23,3,14,476,791,565,896
23,4,21,476,788,563,893
23,5,7,480,779,534,823
24,0,23,485,260,657,359
24,1,23,500,0,703,49
24,2,23,474,555,620,670
24,3,15,474,789,565,896
24,4,22,475,787,565,894
24,5,7,481,777,532,818
25,0,24,487,257,658,357
25,1,24,505,-1,702,45
25,2,24,472,552,620,667
25,3,16,473,788,565,897
25,4,23,473,785,566,892
25,5,7,482,776,529,814
25,6,0,508,881,539,908
26,0,25,489,254,659,354
26,1,25,509,-1,702,41
26,2,25,471,549,619,664
26,3,17,472,787,567,896
26,4,24,472,785,567,893
26,6,1,506,877,539,907
27,0,26,490,250,659,351
27,1,26,517,-1,701,38
27,2,26,471,547,620,660
27,3,18,471,785,568,895
27,4,25,471,787,567,898
27,6,2,505,875,539,907
28,0,27,490,247,661,349
28,1,27,522,-1,702,35
28,2,27,470,546,618,656
28,3,19,470,785,570,896
28,4,25,470,785,567,897
28,6,3,503,874,539,908
29,0,28,493,244,663,346
29,1,28,530,0,703,32
29,2,28,468,545,617,653
29,3,19,470,784,571,896
29,4,26,469,784,571,900
29,6,4,501,872,539,909
30,0,29,494,239,666,343
30,1,29,535,-1,702,28
30,2,29,467,544,616,648
30,3,20,469,783,573,897
30,4,26,468,782,571,900
30,6,5,500,872,540,910
31,0,30,495,236,668,341
31,1,30,539,-1,700,25
31,2,30,467,542,616,646
31,3,21,469,781,575,896
31,4,26,468,781,571,900
31,6,6,499,871,540,911
32,0,31,495,232,669,337
32,1,31,546,0,699,24
32,2,31,467,540,615,642
32,3,22,469,779,576,893
32,4,26,467,780,572,899
32,6,7,499,870,541,910
33,0,32,495,228,669,334
33,1,32,551,0,696,22
33,2,32,467,537,616,639
33,3,23,467,778,577,893
33,4,26,466,778,572,899
33,6,8,498,869,541,910
34,0,33,495,224,670,330
34,1,33,556,0,692,19
34,2,33,466,535,616,636
34,3,24,464,775,577,890
34,4,26,466,777,573,899
34,6,9,496,868,541,910
35,0,34,494,221,669,327
35,1,34,561,0,686,18
35,2,34,465,531,616,633
35,3,25,462,773,577,887
35,4,26,465,775,573,899
35,6,10,495,866,542,911
36,0,35,492,218,669,323
36,1,35,566,1,678,17
36,2,35,465,530,617,631
36,3,26,461,771,579,885
36,4,26,465,774,574,899
36,6,11,494,865,542,911
37,0,36,492,215,669,320
37,1,35,579,1,667,14
37,2,36,465,529,618,631
37,3,27,461,770,581,883
37,4,26,464,773,574,898
37,6,12,493,864,542,911
38,0,37,494,213,670,318
38,1,35,597,3,652,10
38,2,37,464,527,619,628
38,3,28,461,768,581,882
38,4,26,464,772,574,898
38,6,13,493,863,543,911
39,0,38,495,209,671,314
39,1,35,598,1,653,9
39,2,38,465,523,621,624
39,3,29,461,767,582,880
39,4,26,463,770,575,898
39,6,14,492,862,543,910
40,0,39,495,206,673,311
40,1,35,600,0,654,8
40,2,39,466,521,623,621
40,3,30,462,766,584,878
