1,466.5116,321.8835,648.0535,423.5764,0.9986,0
1,466.4442,8.8435,694.6295,116.6304,0.9976,0
1,464.7725,619.6669,615.0468,734.2995,0.9938,0
1,490.6420,838.4955,560.4628,903.9739,0.9459,2
1,478.4436,812.0477,547.3224,869.3432,0.6955,1
2,464.5458,318.9812,648.3532,419.7909,0.9984,0
2,466.3710,6.9290,695.8648,113.5017,0.9973,0
2,466.1478,617.3507,613.8072,729.0113,0.9923,0
2,482.4270,825.1284,558.7423,903.8038,0.9387,2
3,464.4255,315.9150,648.8309,416.1045,0.9984,0
3,462.2650,5.6594,696.8289,110.5520,0.9966,0
3,465.8987,612.3707,614.0078,732.3616,0.9907,0
3,481.1608,813.8039,562.3469,903.5622,0.8841,2
3,482.2209,812.8820,560.6190,906.0681,0.6481,0
4,464.5441,312.9585,647.7993,413.0059,0.9983,0
4,459.9683,3.8358,696.2052,108.3928,0.9975,0
4,463.8669,613.5724,613.1763,733.7460,0.9920,0
4,481.8763,818.6790,560.9516,902.3353,0.9248,2
4,478.7296,810.8121,552.7348,872.0029,0.6961,1
5,466.2238,308.9588,647.4048,412.7262,0.9986,0
5,461.2329,2.8490,697.4897,103.3537,0.9971,0
5,466.2912,612.4659,613.2004,732.2891,0.9921,0
5,480.8202,807.6224,560.0204,904.0784,0.8797,2
6,465.1304,304.0965,647.3399,409.8414,0.9989,0
6,460.8813,2.0236,697.1743,100.5940,0.9973,0
6,467.9100,609.4549,614.0404,728.3310,0.9928,0
6,482.7917,824.5167,559.5314,904.4811,0.9323,2
6,479.5959,801.5743,549.6798,849.9614,0.6602,1
7,467.4985,300.7267,648.9614,407.3184,0.9990,0
7,461.3221,1.6755,697.8403,99.4497,0.9971,0
7,466.8482,608.9016,616.4730,728.3379,0.9968,0
7,485.7573,829.0944,560.5851,905.4000,0.9032,2
7,476.5620,803.4250,559.9537,901.4463,0.6554,0
7,476.6386,801.0959,550.4583,867.0092,0.5190,1
8,468.5078,299.8734,651.3621,401.3149,0.9989,0
8,461.3903,2.0878,697.9437,96.2996,0.9976,0
8,465.0338,606.9045,615.0663,729.6800,0.9902,0
8,488.3608,826.4116,560.5527,906.7573,0.9457,2
9,471.4480,297.3803,650.4344,401.9461,0.9991,0
9,462.8584,2.2624,697.8174,95.4445,0.9978,0
9,468.4972,604.0201,615.3134,727.6092,0.9954,0
