1,525.8162,501.8698,728.0225,698.3318,0.9966,0
1,222.0241,6.9338,705.3846,282.4831,0.9962,0
1,492.9640,864.7844,545.4384,912.0681,0.9603,2
1,360.9342,839.2833,417.5883,889.2827,0.9454,2
1,426.1943,843.6711,478.6101,891.4880,0.9165,2
1,291.3365,632.8657,599.7609,882.9097,0.8488,0
1,600.3718,781.3352,699.6707,886.5596,0.7490,2
2,528.5418,495.2153,726.4344,694.0118,0.9969,0
2,217.3103,2.8537,705.7731,283.2689,0.9958,0
2,360.4671,838.2393,424.5065,891.0915,0.8956,2
2,282.4832,627.2162,602.4352,896.2079,0.8469,0
2,599.8730,779.1524,700.0270,879.5824,0.7808,2
2,627.1225,847.8380,687.7049,893.6854,0.6380,2
2,533.3065,786.1326,580.5531,863.9794,0.5714,2
3,530.0453,495.8140,728.6544,692.3367,0.9969,0
3,226.3589,1.6446,700.5272,282.9456,0.9964,0
3,622.7381,852.8829,690.0732,893.6516,0.9553,2
3,361.7792,838.2041,428.9044,890.2885,0.9315,2
3,290.9711,624.7379,603.0568,898.1156,0.7965,0
3,597.9315,777.4485,703.0895,868.0638,0.7016,2
3,491.8002,855.0511,549.2502,911.4476,0.5751,2
3,535.9795,785.9213,580.8558,857.3038,0.5214,2
4,529.6955,494.0288,731.7700,689.2997,0.9977,0
4,218.2925,0.9324,703.3868,275.1095,0.9965,0
4,363.2507,836.8056,429.3302,890.2614,0.9216,2
4,619.3925,848.7654,692.5564,895.0419,0.9036,2
4,493.8894,860.6719,542.3248,911.8176,0.8886,2
4,595.7864,775.8371,708.0063,857.3241,0.8528,0
4,283.6964,619.6909,607.5121,890.0835,0.8219,0
4,433.9625,868.9777,461.3317,894.2218,0.6280,2
5,213.8675,2.8383,706.6645,274.2505,0.9977,0
5,532.4640,490.3069,734.1736,687.4530,0.9959,0
5,428.9087,859.8237,468.4337,894.7030,0.9645,2
5,364.0780,829.7598,424.8785,888.7950,0.9596,2
5,616.4906,847.9964,696.3351,895.6786,0.9468,2
5,498.3636,858.7606,543.7026,913.7475,0.9325,2
5,284.4805,619.7139,604.5659,889.3428,0.8015,0
5,589.8504,772.0776,707.2283,858.7213,0.7962,0
6,202.8756,0.0000,706.8670,271.0576,0.9973,0
6,535.3747,488.4141,738.1203,684.0179,0.9965,0
6,362.5255,829.2575,425.1062,887.4809,0.9698,2
6,420.0575,852.6996,476.9619,894.8812,0.9690,2
6,612.4423,842.3380,697.4122,895.2531,0.9216,2
6,498.0563,861.3595,542.0342,906.8556,0.9166,2
6,286.7206,621.5803,594.5892,859.7756,0.7902,0
6,589.6647,771.4395,706.7241,851.9697,0.7092,1
6,590.7957,779.5565,705.5809,864.5015,0.5661,2
6,366.4159,832.6350,482.2025,893.2952,0.5636,2
7,206.9983,2.9713,709.8831,266.7246,0.9979,0
7,538.7961,487.1379,740.4074,680.7377,0.9954,0
7,611.3161,840.7281,699.0877,895.2751,0.9534,2
7,361.0203,828.8534,424.8842,886.8753,0.9381,2
7,361.9515,829.0974,487.5847,898.2023,0.9335,2
7,413.4046,849.2903,483.1747,895.6451,0.9053,2
7,586.8090,772.0436,708.1931,850.2832,0.6919,0
