frame,det_in_frame,track_id,x1,y1,x2,y2,score,class_id,area_px,perim_px,feret_max_px,feret_min_px,ell_major_px,ell_minor_px,ell_ecc,cx_px,cy_px,equiv_diam_px,mm_per_px,area_mm2,perim_mm,feret_max_mm,feret_min_mm,ell_major_mm,ell_minor_mm,cx_mm,cy_mm,equiv_diam_mm
1,0,0,467,322,648,424,0.998561441898346,0,12980,466.3746713399887,180.19863891601562,91.35652160644531,182.40554809570312,91.27409362792969,0.865799545245013,556.9967258580178,372.661209763363,128.55601615895856,0.023871527777777776,7.396650903018904,11.13307592174452,4.301616814401414,2.180819743209415,4.354299108187357,2.178852061430613,13.296362813450946,8.89599242056639,3.068828510739028
1,1,1,466,9,695,117,0.9975791573524475,0,14825,560.1320307254791,235.05274963378906,83.54711151123047,238.69241333007812,81.17514038085938,0.9403955626178834,568.9711410905003,63.13426644182125,137.3891416768399,0.023871527777777776,8.448023854950327,13.37120733068635,5.6110682421260405,1.9943971931934354,5.697952575153774,1.937774618466695,13.582210399295796,1.5071113950955592,3.27968871190373
1,2,2,465,620,615,734,0.9937546253204346,0,13035,437.4041088819504,147.0,113.0,147.29373168945312,113.2919692993164,0.6390601536309873,537.6120210195236,675.6837226548016,128.8280926879803,0.023871527777777776,7.427992644133391,10.441504335289613,3.509114583333333,2.697482638888889,3.516126407517327,2.7044523921277785,12.833620293434807,16.12960275434639,3.075323393159252
1,3,3,491,838,560,904,0.945854127407074,2,3502,225.09545290470123,68.0,63.0,68.45051574707031,65.58223724365234,0.28644378469457893,525.6579586009993,871.2841303830596,66.77488214637701,0.023871527777777776,1.9956141342351466,5.373372356666045,1.6232638888888888,1.50390625,1.6340183880594041,1.5655481980906591,12.548258560353716,20.798883320776163,1.5940184540150761
1,4,4,478,812,547,869,0.6955332159996033,1,1871,209.09545290470123,69.45532989501953,44.60529708862305,68.88935852050781,46.32891082763672,0.7400863425006062,507.9324962151572,833.6916021017009,48.80810576327963,0.023871527777777776,1.0661890477309992,4.9914279122216,1.658004836903678,1.0647965884870951,1.6444942355155945,1.1059418817361195,12.12512469263613,19.901492237670812,1.165124052508845
2,0,0,465,319,648,420,0.9984121322631836,0,13047,470.3746713399887,182.42514038085938,90.69725036621094,182.92628479003906,91.25804901123047,0.86667175069698,557.3283259883758,369.09390049179274,128.88737851380046,0.023871527777777776,7.434830842194733,11.228562032855633,4.354766805966695,2.1650819314850698,4.366729888651106,2.1784690519173937,13.304278615173901,8.810835298198176,3.0767386363971463
2,1,1,466,7,696,114,0.9972865581512451,0,14709,559.8893901109695,235.31040954589844,82.3232192993164,239.1510009765625,80.19901275634766,0.9420940239267205,569.6294118313562,60.97006469741777,136.85057713984807,0.023871527777777776,8.381921273690683,13.365415128517068,5.617218977875179,1.9651810162597232,5.7088997628953715,1.9144729607635074,13.597924327571436,1.4554485930373164,3.2668323535988035
2,2,2,466,617,614,729,0.9922763705253601,0,12754,433.1614682674408,146.0,111.0,145.8306121826172,112.18501281738281,0.6389081662970947,536.9908394751973,672.0398698447545,127.43193145186282,0.023871527777777776,7.267864839530285,10.34022602200922,3.4852430555555554,2.649739583333333,3.481199509567684,2.6780276497205096,12.818791740944379,16.04261842077322,3.0419948914290167
2,3,3,482,825,559,904,0.9386667013168335,2,4797,268.5096664428711,78.0,75.0,90.74308013916016,68.83097076416016,0.651642966236327,520.1717392814953,862.240428045306,78.15196796047158,0.023871527777777776,2.7335696750217013,6.409735961092842,1.8619791666666665,1.7903645833333333,2.1661759581830764,1.6431004305680592,12.417294123473194,20.582996329206523,1.865606874056396
3,0,0,464,316,649,416,0.9983555674552917,0,13189,470.3746713399887,183.6490478515625,92.50089263916016,183.75746154785156,91.74992370605469,0.8664297265406312,557.6820197884681,365.7580777638778,129.5868679902098,0.023871527777777776,7.515749519253954,11.228562032855633,4.383983347151014,2.2081376281049514,4.3865713477134705,2.190210852358076,13.312721826547632,8.731204113287014,3.0934365188635153
3,1,1,462,6,697,111,0.9966224431991577,0,14495,561.2030984163284,238.10560607910156,79.94710540771484,239.8805694580078,78.44766998291016,0.9450146389440219,568.6636082462373,58.114805744311454,135.85141589595665,0.023871527777777776,8.259973408263406,13.39677535282034,5.683944589561886,1.9084595474931927,5.726315677165985,1.8726657330989835,13.574869120461393,1.3872891996254904,3.2429808482107707
3,2,2,466,612,614,732,0.9906946420669556,0,13035,434.3746713399887,139.45838928222656,117.84068298339844,143.91773986816406,116.15977478027344,0.5903789790552979,536.9265339521563,670.9426821628117,128.8280926879803,0.023871527777777776,7.427992644133391,10.369187032855633,3.329084813594818,2.8130371371905007,3.4355363249778748,2.772911290327708,12.817256669864841,16.016426874546287,3.075323393159252
3,3,3,481,814,562,904,0.8840821981430054,2,5407,286.8944424390793,88.0,78.0,98.19023132324219,71.03125762939453,0.6904244299802731,519.5323470488519,857.8756665125596,82.97232200187617,0.023871527777777776,3.0811780764732832,6.848608651974549,2.100694444444444,1.8619791666666665,2.3439508345392013,1.6956246395905812,12.402030854030752,20.478802803034192,1.980676089454509
3,4,3,482,813,561,906,0.6480644941329956,0,5404,288.7939372062683,97.72787475585938,69.89006805419922,99.302734375,70.32373046875,0.7060367789882752,519.768905748828,858.239483098939,82.94930077914351,0.023871527777777776,3.0794685269579474,6.893952494073245,2.3329136768976846,1.668382700946596,2.3705079820421004,1.678734885321723,12.407677871608307,20.487487660781962,1.9801265376965682
4,0,0,465,313,648,413,0.998348593711853,0,13287,471.0609630346298,183.96656799316406,93.72936248779297,183.54141235351562,92.36688995361328,0.8641419004908755,557.4508623392912,362.575904672311,130.06742032844392,0.023871527777777776,7.571594803421585,11.244944864107916,4.39156303803126,2.2374630802207522,4.3814139233695135,2.2049387792746225,13.307203745078565,8.65524077993798,3.1049080373543467
4,1,1,460,4,696,108,0.9974568486213684,0,14214,560.1320307254791,237.82064819335938,78.49635314941406,238.98435974121094,76.98990631103516,0.9466870791616441,569.4928591529477,55.32020074105342,134.52816392438277,0.023871527777777776,8.0998456036603,13.37120733068635,5.677142209476894,1.8738278746604917,5.704921782016754,1.8378666871123843,13.594664606515678,1.3205777086622994,3.211392802014345
4,2,2,464,614,613,734,0.9920012950897217,0,13067,438.3746713399887,142.23922729492188,118.06869506835938,145.7341766357422,115.49555206298828,0.6098610604213441,537.1357311395957,669.585919265353,128.98612766904188,0.023871527777777776,7.446227838963638,10.464673143966744,3.3954676654603744,2.818480134010315,3.478897445731693,2.757055279281404,12.822250526335834,15.984038871351743,3.0790959295995237
4,3,4,482,819,561,902,0.9248437285423279,2,5157,277.5807341337204,82.0,77.0,94.87553405761719,70.12734985351562,0.6735397072153052,519.6133785748909,859.176151236064,81.03145273410341,0.023871527777777776,2.938715616861979,6.626276205449054,1.9574652777777777,1.8381076388888888,2.26482394668791,1.6740469800101385,12.403965200355469,20.509847360235902,1.9343445748158365
4,4,3,479,811,553,872,0.6961131691932678,1,1998,266.8944424390793,71.02676391601562,53.25740051269531,69.37628173828125,64.84600067138672,0.35543800575983897,508.10174297389705,833.4403302476858,50.43741280419581,0.023871527777777776,1.1385599772135415,6.371178096418993,1.6955173677868312,1.2713355157110426,1.6561178366343179,1.5479731063048043,12.129164871338688,19.895493994627916,1.2040181007946047
5,0,0,466,309,647,413,0.9985692501068115,0,13121,468.71781718730927,181.90171813964844,93.37621307373047,181.53707885742188,92.24130249023438,0.861290568730067,557.3675011749165,359.45880171220256,129.25237354288728,0.023871527777777776,7.47699973023968,11.18901039292622,4.342271917396121,2.229032864173253,4.333567420641581,2.2019408146540322,13.305213786727606,8.580830770039556,3.0854516253727433
5,1,1,461,3,697,103,0.9970715045928955,0,14121,557.546244263649,237.83294677734375,77.2438735961914,238.98361206054688,76.15995788574219,0.9478614330937202,570.893188872759,53.274180032810484,134.08734321778934,0.023871527777777776,8.046849568684895,13.30948065733537,5.6774357954661046,1.8439292742146385,5.704903933737013,1.8180545502238803,13.6280926163202,1.2717360684915697,3.200869738271881
5,2,2,466,612,613,732,0.9921135902404785,0,13109,438.71781718730927,143.2628631591797,116.08760833740234,146.00135803222656,115.82853698730469,0.6087804241618863,537.3736984629467,667.9193205944797,129.19325521068524,0.023871527777777776,7.470161532178337,10.472864559592885,3.4199034174283343,2.771188567082087,3.485275473859575,2.7650041381518045,12.82793116990541,15.944254614885581,3.084040380463406
5,3,4,481,808,560,904,0.8797121047973633,2,5717,290.3502861261368,103.13777923583984,70.4898452758789,102.38013458251953,71.43099212646484,0.7163865134588832,519.2439294563475,856.2828450663168,85.31770318785502,0.023871527777777776,3.2578315263913,6.931104920545799,2.462056361966663,1.682700299554401,2.4439702265792422,1.705166912741131,12.395145885459684,20.440779721635163,2.0366639215850806
6,0,0,465,304,647,410,0.9989060163497925,0,13246,470.6173119544983,182.77963256835938,93.91964721679688,181.71685791015625,93.0045166015625,0.8590986315974205,557.0520660325129,355.91406210679946,129.86658927361557,0.023871527777777776,7.5482309600453315,11.234354235024915,4.363229076067606,2.242005467414856,4.337859021292792,2.2201599015129934,13.297683867963633,8.496212420084188,3.100113893250372
6,1,1,461,2,697,101,0.9972707629203796,0,13900,554.7178171873093,237.31007385253906,76.74832153320312,236.9695281982422,75.46171569824219,0.9479414036870228,571.257484742755,50.92437921897293,133.0339418036569,0.023871527777777776,7.920912754388502,13.241961781815107,5.664954019917381,1.8320996893776786,5.656824674871232,1.8013864424493577,13.636788915300139,1.2156427330918016,3.1757234371532674
6,2,2,468,609,614,728,0.9927782416343689,0,13083,439.0609630346298,143.17111206054688,114.01693725585938,147.11053466796875,115.10103607177734,0.6227612587669753,537.513674985032,665.1028649316569,129.06507259429304,0.023871527777777776,7.455345436378761,10.481055975219027,3.4177131785286794,2.721758484840393,3.5117532147301564,2.7476375798384347,12.831272623340608,15.877021515295628,3.0809804655755717
6,3,4,483,825,560,904,0.9323254823684692,2,4824,267.3380935192108,78.0,75.0,89.4794921875,70.27408599853516,0.6190326200221294,520.929104477612,861.6562672747374,78.3715992168236,0.023871527777777776,2.748955620659722,6.381768725501994,1.8619791666666665,1.7903645833333333,2.136012183295356,1.6775497959719763,12.435373587790217,20.569051519145205,1.8708498076932716
6,4,3,480,802,550,850,0.6602001786231995,1,1635,201.68123936653137,69.91059875488281,43.71953201293945,66.74083709716797,46.4300422668457,0.7183550601585785,510.0624872579001,824.0,45.626161964841955,0.023871527777777776,0.9317044858579282,4.814439307794802,1.6688728001382616,1.0436520228783288,1.5932057466771867,1.1083560436964035,12.175970832979385,19.67013888888889,1.0891661927371126
7,0,0,467,301,649,407,0.9989608526229858,0,13499,473.546244263649,184.677001953125,95.81700897216797,182.32093811035156,94.37610626220703,0.8556001946452174,557.9594923268762,352.5605022408237,131.10095581032184,0.023871527777777776,7.692402969171971,11.304272324002037,4.408522182040744,2.28729839126269,4.35227933857176,2.252901842196782,13.319345519955812,8.416157822589108,3.1295801083193147
7,1,1,461,2,698,99,0.9970986843109131,0,13694,553.64674949646,237.976318359375,76.45223236083984,235.59548950195312,74.55978393554688,0.9486012737728117,572.7203398081884,48.46183243269558,132.04447101489453,0.023871527777777776,7.803523687668788,13.216393759681118,5.6808582941691075,1.8250315884749093,5.624024271965027,1.7798559533225164,13.671709500629497,1.1568579790791045,3.1521032577340273
7,2,2,467,609,616,728,0.9967761635780334,0,13303,445.3036036491394,141.12844848632812,115.87388610839844,148.3495635986328,116.61780548095703,0.6180975060256483,537.9179633666591,663.7490916835801,130.14570935536779,0.023871527777777776,7.580712400836709,10.630077344054977,3.368951678276062,2.766086690955692,3.541330728265974,2.783845182922151,12.840923604672852,15.84470487959935,3.106776916035255
7,3,4,486,829,561,905,0.9031794667243958,2,4424,257.3380935192108,75.0,73.0,84.96475219726562,68.36736297607422,0.5937418448346369,522.1821503918022,864.419002411091,75.05206023760013,0.023871527777777776,2.5210156852816357,6.143053447724216,1.7903645833333333,1.7426215277777777,2.0282384422090316,1.6320334043767717,12.465285708137639,20.635002227695313,1.7916073407413224
7,4,5,477,803,560,901,0.6554347276687622,0,5722,298.0071402788162,105.9747085571289,72.18181610107422,103.4605941772461,71.35830688476562,0.724081102600832,518.5257608853939,853.542624144459,85.3550038074781,0.023871527777777776,3.260680775583526,7.11388572714188,2.529778199063407,1.7230902281072404,2.4697624478075237,1.7034318049748738,12.378002104469036,20.375366461781788,2.0375543443625412
7,5,3,477,801,550,867,0.5189889669418335,1,2379,230.99494767189026,74.84474182128906,55.099666595458984,73.1073989868164,55.85111618041992,0.6452638038053659,507.06991733221236,829.7423287095419,55.0366866455908,0.023871527777777776,1.355672765661169,5.514202309875852,1.786658333407508,1.3153132216797934,1.7451853056748707,1.333251471320788,12.104533616871388,19.807217048187848,1.3138097940570719
8,0,0,469,300,651,401,0.9989060163497925,0,13360,468.96045780181885,183.29994201660156,95.70279693603516,181.8343963623047,93.59514617919922,0.8573538960498129,558.739496007984,350.3334331337325,130.4242320953502,0.023871527777777776,7.613193841628086,11.194802595095501,4.3756496575143595,2.2845719754695892,4.34066484371821,2.2342591318819256,13.337965399496145,8.36299428053615,3.1134256793594877
8,1,1,461,2,698,96,0.9976281523704529,0,13388,549.9898953437805,238.65504455566406,75.4285659790039,234.88473510742188,73.01507568359375,0.9504573732337863,574.1662309530923,46.37038143611194,130.5608326601602,0.023871527777777776,7.629149637104552,13.129099064196149,5.697060525417328,1.8005951080057354,5.607057478692796,1.7429814073774548,13.706225131258712,1.106931848518297,3.1166865435368103
