Frame,Time_ms
0,0.0
1,40.0
2,80.0
3,120.0
4,160.0
5,200.0
6,240.0
7,280.0
8,320.0
9,360.0
10,400.0
11,440.0
12,480.0
13,520.0
14,560.0
15,600.0
16,640.0
17,680.0
18,720.0
19,760.0
20,800.0
21,840.0
22,880.0
23,920.0
24,960.0
25,1000.0
26,1040.0
27,1080.0
28,1120.0
29,1160.0
30,1200.0
31,1240.0
32,1280.0
33,1320.0
34,1360.0
35,1400.0000000000002
36,1440.0
37,1480.0
38,1520.0
39,1560.0
40,1600.0
41,1640.0000000000002
42,1680.0
43,1720.0
44,1760.0
45,1800.0
46,1840.0
47,1880.0000000000002
48,1920.0
49,1960.0
50,2000.0
51,2040.0
52,2080.0
53,2120.0
54,2160.0
55,2200.0
56,2240.0
57,2280.0000000000005
58,2320.0
59,2360.0
60,2400.0
61,2440.0
62,2480.0
63,2520.0
64,2560.0
65,2600.0
66,2640.0
67,2680.0
68,2720.0
69,2760.0000000000005
70,2800.0000000000005
71,2840.0
72,2880.0
73,2920.0
74,2960.0
75,3000.0
76,3040.0
77,3080.0
78,3120.0
79,3160.0
80,3200.0
81,3240.0
82,3280.0000000000005
83,3320.0000000000005
84,3360.0
85,3400.0
86,3440.0
87,3480.0
88,3520.0
89,3560.0
90,3600.0
91,3640.0
92,3680.0
93,3720.0
94,3760.0000000000005
95,3800.0000000000005
96,3840.0
97,3880.0
98,3920.0
99,3960.0
100,4000.0
101,4040.0
102,4080.0
103,4120.0
104,4160.0
105,4200.0
106,4240.0
107,4280.0
108,4320.0
109,4360.0
110,4400.0
111,4440.0
112,4480.0
113,4520.000000000001
114,4560.000000000001
115,4600.000000000001
116,4640.0
117,4680.0
118,4720.0
119,4760.0
120,4800.0
121,4840.0
122,4880.0
123,4920.0
124,4960.0
125,5000.0
126,5040.0
127,5080.0
128,5120.0
129,5160.0
130,5200.0
131,5240.0
132,5280.0
133,5320.0
134,5360.0
135,5400.0
136,5440.0
137,5480.0
138,5520.000000000001
139,5560.000000000001
140,5600.000000000001
141,5640.0
142,5680.0
143,5720.0
144,5760.0
145,5800.0
146,5840.0
147,5880.0
148,5920.0
149,5960.0
150,6000.0
151,6040.0
152,6080.0
153,6120.0
154,6160.0
155,6200.0
156,6240.0
157,6280.0
158,6320.0
159,6360.0
160,6400.0
161,6440.0
162,6480.0
163,6520.000000000001
164,6560.000000000001
165,6600.000000000001
166,6640.000000000001
167,6680.0
168,6720.0
169,6760.0
170,6800.0
171,6840.0
172,6880.0
173,6920.0
174,6960.0
175,7000.0
176,7040.0
177,7080.0
178,7120.0
179,7160.0
180,7200.0
181,7240.0
182,7280.0
183,7320.0
184,7360.0
185,7400.0
186,7440.0
187,7480.0
188,7520.000000000001
189,7560.000000000001
190,7600.000000000001
191,7640.000000000001
192,7680.0
193,7720.0
194,7760.0
195,7800.0
196,7840.0
197,7880.0
198,7920.0
199,7960.0
200,8000.0
201,8040.000000000001
202,8080.0
203,8120.000000000001
204,8160.0
205,8200.0
206,8240.0
207,8280.0
208,8320.0
209,8360.0
210,8400.0
211,8440.0
212,8480.0
213,8520.0
214,8560.0
215,8600.0
216,8640.0
217,8680.0
218,8720.0
219,8760.0
220,8800.0
221,8840.0
222,8880.0
223,8920.0
224,8960.0
225,9000.0
226,9040.000000000002
227,9080.0
228,9120.000000000002
229,9160.0
230,9200.000000000002
231,9240.0
232,9280.0
233,9320.0
234,9360.0
235,9400.0
236,9440.0
237,9480.0
238,9520.0
239,9560.0
240,9600.0
241,9640.0
242,9680.0
243,9720.0
244,9760.0
245,9800.0
246,9840.0
247,9880.0
248,9920.0
249,9960.0
250,10000.0
251,10040.000000000002
252,10080.0
253,10120.000000000002
254,10160.0
255,10200.000000000002
256,10240.0
257,10280.0
258,10320.0
259,10360.0
260,10400.0
261,10440.0
262,10480.0
263,10520.0
264,10560.0
265,10600.0
266,10640.0
267,10680.0
268,10720.0
269,10760.0
270,10800.0
271,10840.0
272,10880.0
273,10920.0
274,10960.0
275,11000.0
276,11040.000000000002
277,11080.0
278,11120.000000000002
279,11160.0
280,11200.000000000002
281,11240.0
282,11280.0
283,11320.0
284,11360.0
285,11400.0
286,11440.0
287,11480.0
288,11520.0
289,11560.0
290,11600.0
291,11640.0
292,11680.0
293,11720.0
294,11760.0
295,11800.0
296,11840.0
297,11880.0
298,11920.0
299,11960.0
300,12000.0
301,12040.000000000002
302,12080.0
303,12120.000000000002
304,12160.0
305,12200.000000000002
306,12240.0
307,12280.000000000002
308,12320.0
309,12360.0
310,12400.0
311,12440.0
312,12480.0
313,12520.0
314,12560.0
315,12600.0
316,12640.0
317,12680.0
318,12720.0
319,12760.0
320,12800.0
321,12840.0
322,12880.0
323,12920.0
324,12960.0
325,13000.0
326,13040.000000000002
327,13080.0
328,13120.000000000002
329,13160.0
330,13200.000000000002
331,13240.0
332,13280.000000000002
333,13320.0
334,13360.0
335,13400.0
336,13440.0
337,13480.0
338,13520.0
339,13560.0
340,13600.0
341,13640.0
342,13680.0
343,13720.0
344,13760.0
345,13800.0
346,13840.0
347,13880.0
348,13920.0
349,13960.0
350,14000.0
351,14040.000000000002
352,14080.0
353,14120.000000000002
354,14160.0
355,14200.000000000002
356,14240.0
357,14280.000000000002
358,14320.0
359,14360.0
360,14400.0
361,14440.0
362,14480.0
363,14520.0
364,14560.0
365,14600.0
366,14640.0
367,14680.0
368,14720.0
369,14760.0
370,14800.0
371,14840.0
372,14880.0
373,14920.0
374,14960.0
375,15000.0
376,15040.000000000002
377,15080.0
378,15120.000000000002
379,15160.0
380,15200.000000000002
381,15240.0
382,15280.000000000002
383,15320.0
384,15360.0
385,15400.0
386,15440.0
387,15480.0
388,15520.0
389,15560.0
390,15600.0
391,15640.0
392,15680.0
393,15720.0
394,15760.0
395,15800.0
396,15840.0
397,15880.0
398,15920.0
399,15960.0
400,16000.0
401,16040.0
402,16080.000000000002
403,16120.000000000002
404,16160.0
405,16200.0
406,16240.000000000002
407,16280.000000000002
408,16320.0
409,16360.0
410,16400.0
411,16440.0
412,16480.0
413,16520.0
414,16560.0
415,16600.0
416,16640.0
417,16680.0
418,16720.0
419,16760.0
420,16800.0
421,16840.0
422,16880.0
423,16920.0
424,16960.0
425,17000.0
426,17040.0
427,17080.000000000004
428,17120.0
429,17160.0
430,17200.0
431,17240.000000000004
432,17280.0
433,17320.0
434,17360.0
435,17400.000000000004
436,17440.0
437,17480.0
438,17520.0
439,17560.0
440,17600.0
441,17640.0
442,17680.0
443,17720.0
444,17760.0
445,17800.0
446,17840.0
447,17880.0
448,17920.0
449,17960.0
450,18000.0
451,18040.0
452,18080.000000000004
453,18120.0
454,18160.0
455,18200.0
456,18240.000000000004
457,18280.0
458,18320.0
459,18360.0
460,18400.000000000004
461,18440.0
462,18480.0
463,18520.0
464,18560.0
465,18600.0
466,18640.0
467,18680.0
468,18720.0
469,18760.0
470,18800.0
471,18840.0
472,18880.0
473,18920.0
474,18960.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
